epoch,lr-Adam,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_f1,val_f1_avg,val_iou,val_loss,val_roc_auc
,0.001,1536,,,,,,,,,,
,0.001,1549,,,,,,,,,,
16,,1549,,0.734375,,0.5748669505119324,,,,,,
,0.001,1599,,,,,,,,,,
16,,1599,,0.8125,,0.4734622836112976,,,,,,
16,,1631,,,,,0.7255859375,0.40709424018859863,0.5636023879051208,0.44931459426879883,0.7162325382232666,0.5720950365066528
16,,1631,0.7552083134651184,,0.5649568438529968,,,,,,,
,0.001,1632,,,,,,,,,,
,0.001,1649,,,,,,,,,,
17,,1649,,0.7890625,,0.5189262628555298,,,,,,
,0.001,1699,,,,,,,,,,
17,,1699,,0.7265625,,0.5313339233398438,,,,,,
17,,1727,,,,,0.6888020634651184,0.398519366979599,0.5403758883476257,0.4181850254535675,0.7759352326393127,0.5856698751449585
17,,1727,0.760986328125,,0.5548151135444641,,,,,,,
,0.001,1728,,,,,,,,,,
,0.001,1749,,,,,,,,,,
18,,1749,,0.71875,,0.555824875831604,,,,,,
,0.001,1799,,,,,,,,,,
18,,1799,,0.6953125,,0.8965955972671509,,,,,,
18,,1823,,,,,0.7190755009651184,0.41217145323753357,0.5494099855422974,0.4346005916595459,0.7194655537605286,0.5897721648216248
18,,1823,0.7615559697151184,,0.550571620464325,,,,,,,
,0.001,1824,,,,,,,,,,
,0.001,1849,,,,,,,,,,
19,,1849,,0.7265625,,0.6111407279968262,,,,,,
,0.001,1899,,,,,,,,,,
19,,1899,,0.7890625,,0.5453691482543945,,,,,,
19,,1919,,,,,0.7434895634651184,0.4185226261615753,0.5434795022010803,0.4352237284183502,0.6853823065757751,0.5943157076835632
19,,1919,0.7654622197151184,,0.5420432686805725,,,,,,,
,0.001,1920,,,,,,,,,,
,0.001,1949,,,,,,,,,,
20,,1949,,0.7109375,,0.7076783180236816,,,,,,
,0.001,1999,,,,,,,,,,
20,,1999,,0.796875,,0.5174944400787354,,,,,,
20,,2015,,,,,0.7389323115348816,0.4261491298675537,0.5824601054191589,0.46540406346321106,0.687993049621582,0.58757084608078
20,,2015,0.77197265625,,0.5294716954231262,,,,,,,
,0.001,2016,,,,,,,,,,
,0.001,2049,,,,,,,,,,
21,,2049,,0.828125,,0.40351608395576477,,,,,,
,0.001,2099,,,,,,,,,,
21,,2099,,0.7734375,,0.47516340017318726,,,,,,
21,,2111,,,,,0.74609375,0.43101099133491516,0.5907139778137207,0.47308263182640076,0.6930677890777588,0.593295156955719
21,,2111,0.7762044072151184,,0.5223982930183411,,,,,,,
,0.001,2112,,,,,,,,,,
,0.001,2149,,,,,,,,,,
22,,2149,,0.8125,,0.5161589980125427,,,,,,
,0.001,2199,,,,,,,,,,
22,,2199,,0.7734375,,0.4808381199836731,,,,,,
22,,2207,,,,,0.7506510615348816,0.43009403347969055,0.5677304267883301,0.45586177706718445,0.6768531799316406,0.6002268195152283
22,,2207,0.7810872197151184,,0.5096156001091003,,,,,,,
,0.001,2208,,,,,,,,,,
,0.001,2249,,,,,,,,,,
23,,2249,,0.78125,,0.46159982681274414,,,,,,
,0.001,2299,,,,,,,,,,
23,,2299,,0.7890625,,0.45215779542922974,,,,,,
23,,2303,,,,,0.7301432490348816,0.41213417053222656,0.5410071015357971,0.42651498317718506,0.7305560111999512,0.5878835320472717
23,,2303,0.7870280146598816,,0.5030596256256104,,,,,,,
,0.001,2304,,,,,,,,,,
,0.001,2349,,,,,,,,,,
24,,2349,,0.7890625,,0.4357541501522064,,,,,,
,0.001,2399,,,,,,,,,,
24,,2399,,0.78125,,0.47193270921707153,,,,,,
24,,2399,,,,,0.7311198115348816,0.41064873337745667,0.54658442735672,0.43286505341529846,0.7155668139457703,0.5911043882369995
24,,2399,0.7877604365348816,,0.49908384680747986,,,,,,,
,0.001,2400,,,,,,,,,,
,0.001,2449,,,,,,,,,,
25,,2449,,0.875,,0.34956395626068115,,,,,,
25,,2495,,,,,0.7454426884651184,0.4324084222316742,0.5394046306610107,0.4316833019256592,0.6684656143188477,0.6001138687133789
25,,2495,0.7892252802848816,,0.49214494228363037,,,,,,,
,0.001,2496,,,,,,,,,,
,0.001,2499,,,,,,,,,,
26,,2499,,0.828125,,0.5201416611671448,,,,,,
,0.001,2549,,,,,,,,,,
26,,2549,,0.8046875,,0.46718478202819824,,,,,,
26,,2591,,,,,0.7333984375,0.41378188133239746,0.5154243111610413,0.408393532037735,0.7154824733734131,0.5923707485198975
26,,2591,0.7958170771598816,,0.481094628572464,,,,,,,
,0.001,2592,,,,,,,,,,
,0.001,2599,,,,,,,,,,
27,,2599,,0.703125,,0.6005730628967285,,,,,,
,0.001,2649,,,,,,,,,,
27,,2649,,0.78125,,0.5380982160568237,,,,,,
27,,2687,,,,,0.7356770634651184,0.41728922724723816,0.5488955974578857,0.43555331230163574,0.7291457056999207,0.5828270316123962
27,,2687,0.7974446415901184,,0.47923243045806885,,,,,,,
,0.001,2688,,,,,,,,,,
,0.001,2699,,,,,,,,,,
28,,2699,,0.8046875,,0.4820674657821655,,,,,,
,0.001,2749,,,,,,,,,,
28,,2749,,0.7578125,,0.5553774833679199,,,,,,
28,,2783,,,,,0.7418619990348816,0.42412614822387695,0.5473924875259399,0.4361712634563446,0.7027134895324707,0.5893356800079346
28,,2783,0.8068034052848816,,0.47024938464164734,,,,,,,
,0.001,2784,,,,,,,,,,
,0.001,2799,,,,,,,,,,
29,,2799,,0.90625,,0.25788888335227966,,,,,,
,0.001,2849,,,,,,,,,,
29,,2849,,0.796875,,0.4515765607357025,,,,,,
29,,2879,,,,,0.7493489384651184,0.42819496989250183,0.574897289276123,0.4601864516735077,0.6993846893310547,0.5962916016578674
29,,2879,0.80419921875,,0.46434471011161804,,,,,,,
